BiSort|-s 4|345|113|3|0.5619368|2.65625|0.085342|9|618||
BiSort|-s 4|346|114|58|0.5619368|2.65625|0.0856484|9|619||
BiSort|-s 4|347|115|77|0.5619368|2.65625|0.0860921|9|620||
BiSort|-s 4|345|113|3|0.1928737|2.703125|0.1167797|9|624||
BiSort|-s 4|346|114|58|0.1928737|2.703125|0.1172397|9|625||
BiSort|-s 4|347|115|77|0.1928737|2.703125|0.1178283|9|626||
BiSort|-s 4|346|114|58|0.2248587|3.59375|0.1314396|9|625||
BiSort|-s 4|347|115|77|0.2248587|3.59375|0.1322716|9|626||
BiSort|-s 4|348|116|77|0.2248587|3.59375|0.1327881|9|627||
BiSort|-s 4|346|114|58|0.1416794|2.015625|0.036603|9|625||
BiSort|-s 4|347|115|77|0.1416794|2.015625|0.0371212|9|626||
BiSort|-s 4|348|116|77|0.1416794|2.015625|0.0375318|9|627||
