Voronoi|-n 3|1486|315|3|0.4667663|2.03125|0.2284928|49|3274||
Voronoi|-n 3|1487|316|203|0.4667663|2.03125|0.2287291|49|3275||
Voronoi|-n 3|1488|317|203|0.4667663|2.03125|0.2306019|49|3276||
Voronoi|-n 3|1489|318|203|0.4667663|2.03125|0.2322538|49|3277||
Voronoi|-n 3|1490|319|203|0.4667663|2.03125|0.2337806|49|3278||
Voronoi|-n 3|1491|320|203|0.4667663|2.03125|0.2354278|49|3279||
Voronoi|-n 3|1487|316|203|0.5789831|3.796875|0.3488063|49|3275||
Voronoi|-n 3|1488|317|203|0.5789831|3.796875|0.351384|49|3276||
Voronoi|-n 3|1489|318|203|0.5789831|3.796875|0.3541456|49|3277||
Voronoi|-n 3|1490|319|203|0.5789831|3.796875|0.356186|49|3278||
Voronoi|-n 3|1491|320|203|0.5789831|3.796875|0.3616505|49|3279||
Voronoi|-n 3|1492|321|203|0.5789831|3.796875|0.3642708|49|3280||
Voronoi|-n 3|1487|316|203|0.5679658|2.234375|0.1456468|49|3275||
Voronoi|-n 3|1488|317|203|0.5679658|2.234375|0.1475806|49|3276||
Voronoi|-n 3|1489|318|203|0.5679658|2.234375|0.149172|49|3277||
Voronoi|-n 3|1490|319|203|0.5679658|2.234375|0.1507334|49|3278||
Voronoi|-n 3|1491|320|203|0.5679658|2.234375|0.1522509|49|3279||
Voronoi|-n 3|1492|321|203|0.5679658|2.234375|0.1540443|49|3280||
