TypeTests_ArrayTypeInterfaces||56713|4857|3|169.3061303||25.3354494|4872|146429||
TypeTests_ArrayTypeInterfaces||56716|4863|3798|169.3061303||25.3611441|4872|146442||
TypeTests_ArrayTypeInterfaces||56721|4866|3800|169.3061303||25.4153971|4872|146460||
TypeTests_ArrayTypeInterfaces||62668|5236|4082|169.3061303||35.8336072|4872|163086||
TypeTests_ArrayTypeInterfaces||62700|5248|4089|169.3061303||35.9879294|4872|163161||
TypeTests_ArrayTypeInterfaces||62966|5381|4155|169.3061303||36.4565256|4872|164022||
TypeTests_ArrayTypeInterfaces||63281|5382|4157|169.3061303||36.7659113|4872|165038||
TypeTests_ArrayTypeInterfaces||64097|5502|4246|169.3061303||38.3258803|4872|167719||
TypeTests_ArrayTypeInterfaces||64855|5503|4249|169.3061303||39.2683596|4872|170207||
TypeTests_ArrayTypeInterfaces||65170|5504|4251|169.3061303||39.5678803|4872|171223||
TypeTests_ArrayTypeInterfaces||65485|5505|4253|169.3061303||39.8724081|4872|172239||
TypeTests_ArrayTypeInterfaces||66243|5506|4256|169.3061303||40.8143364|4872|174727||
TypeTests_ArrayTypeInterfaces||66558|5507|4258|169.3061303||41.1158202|4872|175743||
TypeTests_ArrayTypeInterfaces||66873|5508|4260|169.3061303||41.4188041|4872|176759||
TypeTests_ArrayTypeInterfaces||67642|5529|3|169.3061303||42.6495724|4872|179013||
TypeTests_ArrayTypeInterfaces||67645|5532|3650|169.3061303||42.6571292|4872|179023||
