3,10,346,2949
3,0,438,444
3,0,530,549
3,0,633,650
3,11,346,2949
3,22,346,2949
3,6,775,1799
3,0,821,840
3,6,1903,2474
3,0,1958,1968
3,0,1972,1983
3,0,1989,2437
3,13,1999,2010
3,2,1995,2037
3,12,2014,2037
3,1,1989,2437
3,0,2048,2064
3,0,2071,2432
3,12,2074,2090
3,1,2071,2432
3,0,2103,2238
3,13,2110,2121
3,1,2103,2238
3,0,2129,2168
3,12,2138,2167
3,3,2103,2238
3,3,2071,2432
3,3,1989,2437
3,0,1989,2437
3,13,1999,2010
3,24,1989,2437
3,0,2441,2470
3,7,1903,2474
3,22,1903,2474
3,12,821,839
3,0,846,917
3,0,923,956
3,13,936,955
3,0,960,1019
2,10,137,10620
2,0,863,892
2,0,922,953
2,0,983,1015
2,0,1045,1080
2,11,137,10620
2,22,137,10620
2,6,9893,10617
2,0,10002,10029
2,0,10035,10045
2,0,10049,10060
2,0,10064,10073
2,0,10077,10086
2,0,10090,10571
2,1,10090,10571
2,0,10348,10359
2,0,10364,10401
2,6,8627,9117
2,0,8731,8771
1,10,17,2284
1,0,58,79
1,0,102,832
1,0,852,870
1,0,890,2073
1,11,17,2284
1,22,17,2284
1,6,2082,2186
1,0,2132,2179
1,22,2082,2186
2,12,8742,8770
2,0,8777,8791
2,0,8795,8965
2,1,8795,8965
2,0,8811,8885
2,12,8820,8877
2,3,8795,8965
2,0,9025,9069
2,0,9073,9095
2,0,9099,9113
2,22,8627,9117
2,12,10377,10400
2,0,10406,10461
2,6,9893,10617
2,0,10002,10029
2,0,10035,10045
2,0,10049,10060
2,0,10064,10073
2,0,10077,10086
2,0,10090,10571
2,1,10090,10571
2,0,10107,10118
2,0,10123,10160
2,6,8627,9117
2,0,8731,8771
1,6,2082,2186
1,0,2132,2179
1,22,2082,2186
2,12,8742,8770
2,0,8777,8791
2,0,8795,8965
2,1,8795,8965
2,0,8811,8885
2,12,8820,8877
2,3,8795,8965
2,0,9025,9069
2,0,9073,9095
2,0,9099,9113
2,22,8627,9117
2,12,10136,10159
2,0,10165,10220
2,6,9893,10617
2,0,10002,10029
2,0,10035,10045
2,0,10049,10060
2,0,10064,10073
2,0,10077,10086
2,0,10090,10571
2,1,10090,10571
2,0,10348,10359
2,0,10364,10401
2,6,8627,9117
2,0,8731,8771
1,6,2082,2186
1,0,2132,2179
1,22,2082,2186
2,12,8742,8770
2,0,8777,8791
2,0,8795,8965
2,1,8795,8965
2,0,8898,8965
2,12,8908,8957
2,3,8795,8965
2,0,9025,9069
2,0,9073,9095
2,0,9099,9113
2,22,8627,9117
2,12,10377,10400
2,0,10406,10461
2,6,9893,10617
2,0,10002,10029
2,1,10002,10029
2,0,10017,10029
2,22,9893,10617
