TSP|-c 4|662|144|3|0.3165438|2.15625|0.2772153|19|1223||
TSP|-c 4|663|145|26|0.3165438|2.15625|0.2775054|19|1224||
TSP|-c 4|664|146|21|0.3165438|2.15625|0.2780338|19|1225||
TSP|-c 4|665|147|93|0.3165438|2.15625|0.2784693|19|1226||
TSP|-c 4|666|148|93|0.3165438|2.15625|0.2826566|19|1227||
TSP|-c 4|663|145|26|0.3027929|3.296875|0.2196682|19|1224||
TSP|-c 4|664|146|21|0.3027929|3.296875|0.2204418|19|1225||
TSP|-c 4|665|147|93|0.3027929|3.296875|0.221006|19|1226||
TSP|-c 4|666|148|93|0.3027929|3.296875|0.2221966|19|1227||
TSP|-c 4|667|149|93|0.3027929|3.296875|0.2238525|19|1228||
TSP|-c 4|663|145|26|0.356208|2.453125|0.1670253|19|1224||
TSP|-c 4|664|146|21|0.356208|2.453125|0.167686|19|1225||
TSP|-c 4|665|147|93|0.356208|2.453125|0.1681304|19|1226||
TSP|-c 4|666|148|93|0.356208|2.453125|0.169709|19|1227||
TSP|-c 4|667|149|93|0.356208|2.453125|0.1715491|19|1228||
