Em3d|-n 2 -d 2 -i 2|493|144|102|4.4964908|4.171875|0.8695492|14|952||
Em3d|-n 2 -d 2 -i 2|494|145|58|4.4964908|4.171875|0.8963631|14|953||
Em3d|-n 2 -d 2 -i 2|495|146|72|4.4964908|4.171875|0.8990374|14|954||
Em3d|-n 2 -d 2 -i 2|496|147|51|4.4964908|4.171875|0.9020889|14|955||
Em3d|-n 2 -d 2 -i 2|497|148|58|4.4964908|4.171875|0.9039292|14|956||
Em3d|-n 2 -d 2 -i 2|493|144|102|1.5699701|1.90625|0.3137727|14|952||
Em3d|-n 2 -d 2 -i 2|494|145|58|1.5699701|1.90625|0.3240387|14|953||
Em3d|-n 2 -d 2 -i 2|495|146|72|1.5699701|1.90625|0.3250003|14|954||
Em3d|-n 2 -d 2 -i 2|496|147|51|1.5699701|1.90625|0.3260573|14|955||
Em3d|-n 2 -d 2 -i 2|497|148|58|1.5699701|1.90625|0.326672|14|956||
Em3d|-n 2 -d 2 -i 2|493|144|102|0.1796785|1.734375|0.1241374|14|952||
Em3d|-n 2 -d 2 -i 2|494|145|58|0.1796785|1.734375|0.1259139|14|953||
Em3d|-n 2 -d 2 -i 2|495|146|72|0.1796785|1.734375|0.1268682|14|954||
Em3d|-n 2 -d 2 -i 2|496|147|51|0.1796785|1.734375|0.1282263|14|955||
Em3d|-n 2 -d 2 -i 2|497|148|58|0.1796785|1.734375|0.1290392|14|956||
Em3d|-n 2 -d 2 -i 2|493|144|102|1.5761166|1.625|0.346849|14|952||
Em3d|-n 2 -d 2 -i 2|494|145|58|1.5761166|1.625|0.3563206|14|953||
Em3d|-n 2 -d 2 -i 2|495|146|72|1.5761166|1.625|0.3573122|14|954||
Em3d|-n 2 -d 2 -i 2|496|147|51|1.5761166|1.625|0.3583715|14|955||
Em3d|-n 2 -d 2 -i 2|497|148|58|1.5761166|1.625|0.358994|14|956||
Em3d|-n 2 -d 2 -i 2|493|144|102|0.2048651|1.78125|0.1175593|14|952||
Em3d|-n 2 -d 2 -i 2|494|145|58|0.2048651|1.78125|0.1193851|14|953||
Em3d|-n 2 -d 2 -i 2|495|146|72|0.2048651|1.78125|0.1204044|14|954||
Em3d|-n 2 -d 2 -i 2|496|147|51|0.2048651|1.78125|0.121826|14|955||
Em3d|-n 2 -d 2 -i 2|497|148|58|0.2048651|1.78125|0.1227246|14|956||
